Tag,UHF,RFID,ALT,ACTIVE,Lot,Pen,Zone,Date,DOF,Event Type,Diagnosis,Regimen,Drugs Given,To Pen,Last Go Home,Rider,Pull,Pull Count,Lung Score,Illness Severity,Temp,Weight,Risk,Sex,Hide Color,Total Charge,Status,
"MM1","","","","","MM3","103","","01/22/24","97","DEAD","OTHER","","","","","Spillman, Daisy","No","","","","","","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","103","","01/20/24","95","MOVE","","","","103","","","No","","","","","","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","BRAND 1.0 ea","","","","No","","","","","","Not Specified","Heifer","","0.50","DEAD"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","REVALOR XS 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","8.18","DEAD"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","VISION 7 SOMNUS WITH SPURT 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","1.02","DEAD"
"","","","","","MM3","301","","12/27/23","71","MOVE","","","","301","","","No","","","","","","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","402","","11/21/23","35","TRMT","OTHER","","","402","","Spillman, Daisy","Yes","3","","1","","702.0","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","402","","11/11/23","25","TRMT","RESPIRATORY","R2","NUFLOR 41.0 ml","402","","Doty, Kyle","Yes","2","","1","104.1","689.0","Not Specified","Heifer","","25.42","DEAD"
"","","","","","MM3","402","","11/11/23","25","TRMT","RESPIRATORY","R2","VITACHARGE 1.0 ds","402","","Doty, Kyle","Yes","2","","1","104.1","689.0","Not Specified","Heifer","","1.29","DEAD"
"","","","","","MM3","402","","11/11/23","25","TRMT","RESPIRATORY","","ZUPREVO 7.0 ml","402","","Doty, Kyle","Yes","2","","1","104.1","689.0","Not Specified","Heifer","","29.40","DEAD"
"","","","","","MM3","402","","10/23/23","6","MOVE","","","","402","","","No","","","","","","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","401","","10/19/23","2","TRMT","RESPIRATORY","","NUFLOR 39.0 ml","401","","Spillman, Daisy","Yes","1","","1","105.0","650.0","Not Specified","Heifer","","24.18","DEAD"
"","","","","","MM3","401","","10/19/23","2","TRMT","RESPIRATORY","R1","TREATMENT TAG 1.0 ea","401","","Spillman, Daisy","Yes","1","","1","105.0","650.0","Not Specified","Heifer","","0.50","DEAD"
"","","","","","MM3","401","","10/19/23","2","MOVE","","","","401","","","No","","","","","","Not Specified","Heifer","","","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","","ID Tag 1.0 ea","","","","No","","","","","","Not Specified","Heifer","","1.50","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","113","INFORCE 3 (NASAL) 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","1.64","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","113","IVOMEC (GEN PON) 25.0 ml","","","","No","","","","","","Not Specified","Heifer","","0.50","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","113","PYRAMID 5 PRESPONSE SQ 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","3.79","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","113","SYNANTHIC 6.0 ml","","","","No","","","","","","Not Specified","Heifer","","1.56","DEAD"
"","","","","","MM3","SO4","","10/19/23","-23","INTPROC","","","VITACHARGE 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","1.29","DEAD"
"","","","","","MM3","SO4","","10/18/23","-24","PROCESS","","","","SO4","","","No","","","","","650.0","Not Specified","Heifer","","","DEAD"
"MM10","","","","","MM3","103","","01/20/24","95","MOVE","","","","103","","","No","","","","","","Not Specified","Heifer","","","LIVE"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","BRAND 1.0 ea","","","","No","","","","","","Not Specified","Heifer","","0.50","LIVE"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","REVALOR XS 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","8.18","LIVE"
"","","","","","MM3","301","","01/20/24","95","REIMPLANT","","","VISION 7 SOMNUS WITH SPURT 1.0 ds","","","","No","","","","","","Not Specified","Heifer","","1.02","LIVE"
